movie_id,predictions
19286389,0 1 0 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0
19940419,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
20312589,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
20622279,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
22657516,0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
22822894,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
23658166,0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0
23863620,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
24003057,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
24225138,0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
24817139,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
24950437,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
25233202,0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0
27858537,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
27996231,0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0
28679286,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
33280938,0 0 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0
33916241,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
35968313,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
36344884,0 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1 1 0
68047,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
74848,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
149789,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
235418,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
526277,0 1 0 1 0 0 1 1 0 0 0 1 1 1 0 1 0 0 0 0
1348418,0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0
1373219,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
1880660,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
2118149,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
2294801,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
2531044,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
2550894,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
2711278,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
3613070,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
4213172,0 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 1 0 0
4290703,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
4453379,0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
4852050,0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0
5028212,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
5865566,0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
6980652,0 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0
7515161,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
9136345,0 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0
9523372,0 1 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0
9550478,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
9880482,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
10640601,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
11380181,0 0 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 1 1 0
12710627,0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
14656708,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
15599802,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
15907225,0 1 0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 1 1 0
17798387,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
18953877,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
18967846,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
19408749,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
19636496,0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
20869369,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
21962416,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
22982069,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
23459968,0 0 0 1 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0
23795974,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
26351240,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
27997835,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
28091621,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
28299531,0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0
28756111,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
29836849,0 1 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0
32650066,0 1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 0
34190594,0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0
34851972,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
35493336,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
161882,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
398934,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
560511,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
670226,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
883446,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1060187,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 1 0
1134373,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1307956,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
2069002,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
2103388,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
2236324,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
2714689,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
3190223,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
4469910,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
6724491,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
9020005,0 1 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
9425270,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
10824285,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
13504835,0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 0 0
14401906,0 1 0 1 0 0 1 1 0 0 0 1 1 1 0 1 0 0 1 0
16719327,0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0
16953189,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
17062684,0 1 0 1 0 1 1 0 0 0 0 1 1 1 0 1 0 0 0 0
19182579,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
19874156,0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
19901334,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
20955005,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
21757059,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
22406095,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
24319139,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
25411910,0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0
27359584,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
28763145,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
30540674,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
31291014,0 1 0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 1 0 0
32741807,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
33172490,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
33224351,0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 0 0 0
34467400,0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0
34750264,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
165794,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
1190931,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1202035,0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
2300433,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
3303622,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 0
3610087,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
5236777,0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0
5239234,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
5385325,0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0
6324060,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
6639909,0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 1 0 0 0 0
6644383,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
8407529,0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 1 0 0 0 0
10531330,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
10536562,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
10634111,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
11541829,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
11699620,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 1 0
12100263,0 1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0
12145390,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
12685170,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
13019686,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
14359104,0 1 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0
16564257,0 0 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0
17046096,0 1 0 1 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0 0
18423431,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
19069326,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
19423428,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
21038272,0 1 0 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0
21408046,0 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0
24464878,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
25434917,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
26624753,0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0
28031209,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
28444311,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
28722788,0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0
30408389,0 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0
31332767,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
32091063,0 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0
34040360,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
903383,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
1540319,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1790113,0 1 0 0 0 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0
2780022,0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0
3304471,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
3645643,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
4333681,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
4901513,0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0
7214505,0 0 0 1 1 0 1 1 0 0 1 0 0 1 0 1 0 0 1 0
8422674,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0
8748100,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
8788984,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
9415844,0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
9461535,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
12532758,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
15937192,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
17730252,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
20967001,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
21153376,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
21380964,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0
22558707,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
22643842,0 1 0 1 0 1 1 0 0 0 1 1 1 1 0 1 0 0 1 0
22963595,0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0
23946168,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
26131098,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
29270619,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
32136365,0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0
34269989,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
34311479,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
35102018,0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0
217835,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
693325,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
709391,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
714334,0 1 0 1 0 0 1 1 0 0 0 1 1 1 0 1 0 0 0 0
1109777,0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
1273396,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
1954206,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
2980727,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
2999596,0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0
3777574,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
4845539,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
5443971,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
5984146,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
6392570,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
6650131,0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0
11186374,0 1 1 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0
14336880,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0
17233268,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
19451320,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 0
19787835,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
20194103,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
20398475,0 1 0 1 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0
20580702,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
21605437,0 1 0 1 1 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0
21673015,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
24399610,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
24589422,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
25009958,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
30528716,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
31112972,0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
31976092,0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
32660977,0 1 0 1 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0 0
35159749,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
36475779,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
32252,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
61531,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
80538,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
142482,0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0
277148,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
665901,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
702632,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1343517,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
1591945,0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
2107054,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
2280521,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
2542946,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
2666222,0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0
3030423,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
3175826,0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0
3189853,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
3303413,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
3906643,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
4253806,0 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0
4744688,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
5938502,0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0
5991505,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
6842089,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
7174520,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
9446637,0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 1 0 1 0 0
10104497,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
12232829,0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0
12781074,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
13273588,0 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 0 0 1 0
13650628,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
13905653,0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0
15117612,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
15757337,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
16431349,0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0
17407591,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
17767428,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
18017583,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
18418904,0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
18890079,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
20697583,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
22324733,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
23831635,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
27032867,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
28616959,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
29121790,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
29398338,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
30084641,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
30864775,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
31023429,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
31939665,0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0
934524,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1142326,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
1259297,0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
1970527,0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0
2097338,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
2288762,0 0 0 0 0 1 1 0 0 1 1 1 1 1 0 1 0 1 1 0
2763171,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0
2951878,0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0
5336170,0 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
5472438,0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
7405392,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
7451262,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0
8139956,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
8273894,0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0
9495654,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
10217534,0 1 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
11575197,0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
11916661,0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0
12085775,0 1 0 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0
14538458,0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0
15706563,0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0
16368206,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
16904577,0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0
17595302,0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0
