movie_id,predictions
15260151,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
15739815,1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1
16706073,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
17341391,0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0
19286389,1 0 1 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 0 1
19940419,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
20312589,1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1
20622279,0 0 1 0 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1 0
22657516,0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
22822894,1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1
23658166,0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 0 0
23863620,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
24003057,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0
24225138,1 0 1 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 0 1
24817139,1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1
24950437,0 0 1 0 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 1
25233202,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1
27858537,1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 1 0
27996231,0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1
28679286,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0
33280938,0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0
33916241,0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0
35968313,0 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 1 0
36344884,1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 1 1
68047,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
74848,1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 1
149789,1 1 1 1 1 0 1 0 0 0 1 0 1 0 1 1 1 1 1 1
235418,1 1 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1
526277,0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0
1348418,1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0
1373219,0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1
1880660,1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
2118149,1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 0 1
2294801,1 1 0 0 1 0 1 0 0 1 0 1 0 1 0 0 1 1 1 1
2531044,1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1
2550894,0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 1
2711278,1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 1 1 1
3613070,0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
4213172,0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0
4290703,0 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0
4453379,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
4852050,1 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 1
5028212,0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 1 0
5865566,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1
6980652,0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0
7515161,1 1 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 1
9136345,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
9523372,1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0
9550478,0 1 1 1 0 1 0 0 0 0 1 1 1 0 1 1 1 1 1 0
9880482,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0
10640601,0 1 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0
11380181,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
12710627,1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 1
14656708,1 1 1 0 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1 1
15599802,1 1 0 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0
15907225,1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1
17798387,0 0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 1 1 1
18953877,0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 0 1
18967846,1 1 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1 0 0 0
19408749,1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0
19636496,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
20869369,0 0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1
21962416,1 1 1 1 0 1 1 0 0 1 0 0 1 0 1 0 0 1 1 1
22982069,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
23459968,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
23795974,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
26351240,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0
27997835,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
28091621,1 1 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1
28299531,1 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0
28756111,1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1
29836849,0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0
32650066,1 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 1 0 0 0
34190594,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
34851972,0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
35493336,1 1 0 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0
161882,1 0 1 0 1 1 1 0 1 0 0 0 1 0 1 1 1 0 0 1
398934,0 1 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1
560511,0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1
670226,0 1 1 1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1
883446,1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1
1060187,0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0
1134373,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
1307956,1 1 0 1 1 1 0 0 0 1 1 0 0 0 1 0 1 1 1 1
2069002,0 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 1
2103388,0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0
2236324,0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1
2714689,0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 1 0 1 0
3190223,1 1 0 1 1 1 1 1 0 1 0 0 0 0 1 1 1 1 1 1
4469910,1 1 1 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0
6724491,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
9020005,0 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0
9425270,1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
10824285,0 1 1 0 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 1
13504835,1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
14401906,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
16719327,1 0 0 1 1 1 1 0 1 1 0 0 0 1 0 1 1 0 1 1
16953189,0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 1
17062684,0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0
19182579,1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0 1
19874156,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
19901334,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 1
20955005,0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1
21757059,0 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1
22406095,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0
24319139,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
25411910,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
27359584,1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1
28763145,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
30540674,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
31291014,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0
32741807,1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1
33172490,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
33224351,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
34467400,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
34750264,1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 0 0 0
165794,1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1
1190931,1 1 1 0 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1
1202035,0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1
2300433,1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1
3303622,1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
3610087,1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 1 1 1
5236777,1 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 1 0
5239234,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
5385325,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0
6324060,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0
6639909,0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0
6644383,1 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0
8407529,1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1
10531330,1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1
10536562,1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 1 1 1
10634111,0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0
11541829,0 1 1 0 0 1 0 0 0 0 1 1 1 0 1 1 1 1 1 1
11699620,1 1 1 0 0 1 0 0 1 0 1 0 1 0 1 1 0 1 1 1
12100263,1 1 1 0 0 1 0 0 1 1 0 1 1 0 1 0 1 0 1 0
12145390,0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0
12685170,1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0
13019686,0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 0
14359104,0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1
16564257,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0
17046096,0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0
18423431,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
19069326,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0
19423428,0 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1
21038272,1 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0
21408046,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
24464878,1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0
25434917,1 1 0 0 0 1 1 0 1 1 0 0 0 0 1 0 1 0 1 1
26624753,1 0 0 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 0
28031209,0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1
28444311,1 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
28722788,1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 1
30408389,0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
31332767,0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
32091063,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0
34040360,1 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0
903383,0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1
1540319,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
1790113,0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0
2780022,1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1
3304471,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
3645643,0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1
4333681,1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1
4901513,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
7214505,0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
8422674,0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1
8748100,1 1 1 1 0 0 1 1 0 0 1 1 0 1 0 0 0 1 1 1
8788984,0 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0
9415844,0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
9461535,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
12532758,1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
15937192,1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 0 1 1
17730252,1 0 1 1 0 1 0 0 0 1 1 0 1 0 1 0 1 0 0 0
20967001,0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 0
21153376,0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1
21380964,0 0 1 0 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1
22558707,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
22643842,0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 0
22963595,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
23946168,0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0
26131098,1 1 1 0 0 1 0 0 1 0 1 0 0 0 1 1 1 0 1 1
29270619,1 1 1 0 0 1 1 0 1 1 0 0 0 0 1 0 1 0 1 1
32136365,1 0 1 0 0 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0
34269989,1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1
34311479,1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 1
35102018,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
217835,0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0
693325,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
709391,0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1
714334,0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1
1109777,1 0 1 1 0 0 0 0 0 0 1 0 1 1 0 1 1 0 1 0
1273396,1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1
1954206,1 1 1 0 0 1 0 0 0 1 1 1 1 0 1 1 1 0 0 1
2980727,1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 0 0 1 0
2999596,0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1
3777574,0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 0 1 1 0 1
4845539,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
5443971,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
5984146,0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
6392570,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
6650131,1 1 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1
11186374,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1
14336880,0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0
17233268,1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
19451320,1 1 1 1 0 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1
19787835,0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0
20194103,0 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1
20398475,0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0
20580702,0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
21605437,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
21673015,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
24399610,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 1
24589422,1 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 1 1 1 1
25009958,1 1 1 0 0 0 1 0 1 0 1 1 1 0 0 1 1 0 1 0
30528716,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
31112972,0 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 0 0 0
31976092,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
32660977,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
35159749,0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 1 0
36475779,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
32252,0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1
61531,1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1
80538,0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1
142482,1 1 1 0 0 1 1 0 1 1 0 0 1 0 1 1 1 0 1 1
277148,1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 0 1 1 1 1
665901,0 1 1 0 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1 1
702632,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
1343517,1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1
1591945,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
2107054,0 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1
2280521,0 1 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1
2542946,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
2666222,1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 0 0 1 1
3030423,0 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 1 1
3175826,1 1 1 1 0 0 0 0 1 1 1 1 0 0 1 0 1 1 1 1
3189853,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1
3303413,1 0 1 0 0 1 0 1 1 1 1 0 0 0 1 0 1 0 1 1
3906643,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0
4253806,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1
4744688,0 1 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 1
5938502,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
5991505,1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1
6842089,0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
7174520,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
9446637,0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
10104497,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
12232829,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1
12781074,0 1 0 0 0 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1
13273588,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
13650628,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
13905653,1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 0 0 1
15117612,1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0
15757337,1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
16431349,0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0
17407591,0 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1
17767428,1 1 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0
18017583,1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1
18418904,1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0
18890079,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
20697583,1 1 0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 1
22324733,1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
23831635,1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0
27032867,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
28616959,0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
29121790,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
29398338,0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1
30084641,0 0 1 0 0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 0
30864775,1 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0
31023429,0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0
31939665,1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
934524,1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
1142326,1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1
1259297,0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0
1970527,0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0
2097338,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
2288762,0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0
2763171,0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
2951878,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
5336170,0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0
5472438,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0
7405392,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0
7451262,1 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 1 0 0 0
8139956,0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0
8273894,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
9495654,0 0 0 0 0 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1
10217534,1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
11575197,0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0
11916661,1 1 1 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 0
12085775,1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 0 0 0 1 1
14538458,1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 1 1 0 0 0
15706563,0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
16368206,0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1
16904577,0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0
17595302,1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 0
